央视频道,#genre#
成龙,http://106.53.212.251/daili/yy.php?id=1354888751

刘德华,http://aldirect.corp-hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8?wsiphost=ipdbme

甄子丹,http://aldirect.corp-hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.m3u8?wsiphost=ipdbme

黄渤,http://aldirect.corp-hls.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.m3u8?wsiphost=ipdbme

吴孟达,http://aldirect.corp-hls.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.m3u8?wsiphost=ipdbme

周润发,http://aldirect.corp-hls.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.m3u8?wsiphost=ipdbme

李连杰1,http://aldirect.corp-hls.huya.com/src/1524439855-1524439855-6547419321943982080-3049003166-10057-A-0-1.m3u8?wsiphost=ipdbme

周润发,http://aldirect.corp-hls.huya.com/src/1448686695-1448686695-6222061977175326720-2847687574-10057-A-0-1.m3u8?wsiphost=ipdbme

许氏三杰系列,http://aldirect.corp-hls.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.m3u8?wsiphost=ipdbme

林青霞,http://aldirect.corp-hls.huya.com/src/1423782080-1423782080-6115097470230855680-2847687616-10057-A-0-1.m3u8?wsiphost=ipdbme

沈腾,http://aldirect.corp-hls.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.m3u8?wsiphost=ipdbme

黄渤合集·影帝秀-yoo,http://aldirect.corp-hls.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.m3u8?wsiphost=ipdbme

李连杰,http://aldirect.corp-hls.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.m3u8?wsiphost=ipdbme

洪金宝,http://aldirect.corp-hls.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.m3u8?wsiphost=ipdbme

郭富城,http://aldirect.corp-hls.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.m3u8?wsiphost=ipdbme

葛优电影,http://aldirect.corp-hls.huya.com/src/1420969427-1420969427-6103017217580859392-2847687524-10057-A-0-1.m3u8?wsiphost=ipdbme

漫威宇宙电影,http://aldirect.corp-hls.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8?wsiphost=ipdbme

经典港整风整蛊电影,http://epg.112114.xyz/huya/11602058

死神来了系列,http://aldirect.corp-hls.huya.com/src/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1.m3u8?wsiphost=ipdbme

搞笑鬼片系列,http://aldirect.corp-hls.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.m3u8?wsiphost=ipdbme

中国功夫系列,http://aldirect.corp-hls.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.m3u8?wsiphost=ipdbme

香港黑帮系列,http://aldirect.corp-hls.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.m3u8?wsiphost=ipdbme

三国演义,http://aldirect.corp-hls.huya.com/src/1524439845-1524439845-6547419278994309120-3049003146-10057-A-0-1.m3u8?wsiphost=ipdbme

征服,http://aldirect.corp-hls.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.m3u8?wsiphost=ipdbme

1905电影网,http://aldirect.corp-hls.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.m3u8?wsiphost=ipdbme

周星星粤语经典版,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-2777036638-10057-A-0-1.m3u8?wsiphost=ipdbme

西游记,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-2789253862-10057-A-0-1.m3u8?wsiphost=ipdbme

陈小春版韦小宝,http://aldirect.corp-hls.huya.com/src/1448738224-1448738224-6222283292545122304-2789253866-10057-A-0-1.m3u8?wsiphost=ipdbme

经典赛车系列,http://aldirect.corp-hls.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.m3u8?wsiphost=ipdbme

炊事班的故事,http://aldirect.corp-hls.huya.com/src/1524418108-1524418108-6547325919290195968-3048959672-10057-A-0-1.m3u8?wsiphost=ipdbme

笑傲江湖,http://epg.112114.xyz/huya/11352937

好先生,http://aldirect.corp-hls.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.m3u8?wsiphost=ipdbme

许冠英合集,http://aldirect.corp-hls.huya.com/src/1524418094-1524418094-6547325859160653824-3048959644-10057-A-0-1.m3u8?wsiphost=ipdbme

最佳拍档开心鬼系列,http://aldirect.corp-hls.huya.com/src/1394575546-1394575546-5989656361871343616-2789274548-10057-A-0-1.m3u8?wsiphost=ipdbme

古墓系列,http://aldirect.corp-hls.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.m3u8?wsiphost=ipdbme

葛二蛋成长之路,http://aldirect.corp-hls.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.m3u8?wsiphost=ipdbme

恐怖电影2,http://epg.112114.xyz/douyu/310926

丧尸鬼片恐怖惊悚,http://epg.112114.xyz/douyu/96577

许冠英,http://epg.112114.xyz/huya/11601972

功夫片,http://epg.112114.xyz/huya/11352941

经典片,http://epg.112114.xyz/huya/11279251
周星驰,https://epg.112114.xyz/huya/11342412
林正英,https://epg.112114.xyz/huya/11342421
港台电影,https://epg.112114.xyz/huya/880261
欧美娱乐,https://epg.112114.xyz/huya/21059574
铁齿铜牙纪晓岚,https://epg.112114.xyz/huya/11342396
沈腾,https://epg.112114.xyz/huya/11601968
科幻五分钟,https://epg.112114.xyz/huya/15152155
新三国,https://epg.112114.xyz/huya/11352944
金庸,https://epg.112114.xyz/huya/11602082
徐克,https://epg.112114.xyz/huya/11352909
极限挑战,https://epg.112114.xyz/huya/11352914
庆余年,https://epg.112114.xyz/huya/11352960
陈翔六点半,https://epg.112114.xyz/huya/11274154
成龙,https://epg.112114.xyz/huya/11342386
地下交通站,https://epg.112114.xyz/huya/11342433
爱情公寓,https://epg.112114.xyz/huya/11336726
电影,https://epg.112114.xyz/huya/618917
倚天屠龙记,https://epg.112114.xyz/huya/11342403
龙珠,https://epg.112114.xyz/huya/18632116
让子弹飞,https://epg.112114.xyz/huya/11259843
甄子丹,https://epg.112114.xyz/huya/11352935
家有儿女,https://epg.112114.xyz/huya/11352872
路飞,https://epg.112114.xyz/huya/16913382
雍正王朝,https://epg.112114.xyz/huya/11342439
神探狄仁杰,https://epg.112114.xyz/huya/11352958
恐怖电影找力哥,https://epg.112114.xyz/huya/23419131
秀cai遇着兵,https://epg.112114.xyz/huya/11352871
新水浒,https://epg.112114.xyz/huya/11342384
士兵突击,https://epg.112114.xyz/huya/11342430
龙门镖局,https://epg.112114.xyz/huya/11352874
刘德华,https://epg.112114.xyz/huya/11342424
网球王子,https://epg.112114.xyz/huya/11352882
康熙王朝,https://epg.112114.xyz/huya/11352940
康熙微服私访,https://epg.112114.xyz/huya/11342418
三国演义,https://epg.112114.xyz/huya/11602081
止戈电影,https://epg.112114.xyz/huya/19863777
李连杰,https://epg.112114.xyz/huya/11342390
欧美电影,https://epg.112114.xyz/huya/11352880
科幻电影,https://epg.112114.xyz/huya/11602034
杰森·斯坦森,https://epg.112114.xyz/huya/21059588
父母爱情,https://epg.112114.xyz/huya/11602071
红海行动,https://epg.112114.xyz/huya/11601986
生活大爆炸,https://epg.112114.xyz/huya/11342417
五福星,https://epg.112114.xyz/huya/11282233
麻雀,https://epg.112114.xyz/huya/11352881
封神演义,https://epg.112114.xyz/huya/19524135
小品,https://epg.112114.xyz/huya/11352938
周润发,https://epg.112114.xyz/huya/11342387
搞笑的一家人,https://epg.112114.xyz/huya/11342402
经典高智商犯罪片,https://epg.112114.xyz/huya/11352962
倩女幽魂,https://epg.112114.xyz/huya/11601970
Yes小哥的美食,https://epg.112114.xyz/huya/14363949
朱雀青龙,https://epg.112114.xyz/huya/11352905
杨幂扮演王昭君出塞,https://epg.112114.xyz/huya/11352910
芈月传,https://epg.112114.xyz/huya/11352975
神貂侠侣,https://epg.112114.xyz/huya/11352964
林正英,https://epg.112114.xyz/huya/18441722
港产搞笑,https://epg.112114.xyz/huya/11601960
天龙八部,https://epg.112114.xyz/huya/11352912
小鲤鱼,https://epg.112114.xyz/huya/11601961
中华小当家,https://epg.112114.xyz/huya/11342413
7分钟看完科幻,https://epg.112114.xyz/huya/17105786
警匪,https://epg.112114.xyz/huya/11352886
权力的游戏,https://epg.112114.xyz/huya/17943364
港式警匪片,https://epg.112114.xyz/huya/16424416
百鸟朝凤,https://epg.112114.xyz/huya/15894162
猫和老鼠,https://epg.112114.xyz/huya/11352879
新乌龙院之笑闹江湖,https://epg.112114.xyz/huya/15981239
旋风球技,https://epg.112114.xyz/huya/11342400
海贼王15,https://epg.112114.xyz/huya/17941367
RM 刘在石李光洙跑男,https://epg.112114.xyz/huya/11336725
吐槽大会,https://epg.112114.xyz/huya/11342422
大秦帝国,https://epg.112114.xyz/huya/11602074
黑帮斗争,https://epg.112114.xyz/huya/11342419
周星驰,https://epg.112114.xyz/huya/21136378
笑傲帮,https://epg.112114.xyz/huya/11352908
火影忍者,https://epg.112114.xyz/huya/20236200
葛二蛋,https://epg.112114.xyz/huya/11602072
军事武器分析,https://epg.112114.xyz/huya/15824466
悬疑推理烧脑破案,https://epg.112114.xyz/huya/17445539
神医喜来乐,https://epg.112114.xyz/huya/11601978
小川电影解说,https://epg.112114.xyz/huya/15870999
好莱坞,https://epg.112114.xyz/huya/21059587
医馆笑传,https://epg.112114.xyz/huya/11352891
经典好片,https://epg.112114.xyz/huya/11342427
史诗级战zheng电影,https://epg.112114.xyz/huya/21059556
开心快乐就完事了,https://epg.112114.xyz/huya/11342388
黄金配角廖启智,https://epg.112114.xyz/huya/21059562
中国功夫,https://epg.112114.xyz/huya/11352941
勇敢的心,https://epg.112114.xyz/huya/11602037
经典好剧,https://epg.112114.xyz/huya/11602085
精彩不断,https://epg.112114.xyz/huya/24396428
高分电影,https://epg.112114.xyz/huya/16615910
隋唐英雄,https://epg.112114.xyz/huya/11352899
美食纪录片,https://epg.112114.xyz/huya/11352955
张显宗,https://epg.112114.xyz/huya/16865726
邓超,https://epg.112114.xyz/huya/11336592
经典影片,https://epg.112114.xyz/huya/15267139
经典喜剧片,https://epg.112114.xyz/huya/11352894
X档案,https://epg.112114.xyz/huya/20045465
大片,https://epg.112114.xyz/huya/21059585
影片欣赏,https://epg.112114.xyz/huya/20695907
徐峥,https://epg.112114.xyz/huya/11602043
电影笔记,https://epg.112114.xyz/huya/16920222
异形世界,https://epg.112114.xyz/huya/21059577
6分钟看惊悚恐怖片,https://epg.112114.xyz/huya/15494057
神hua,https://epg.112114.xyz/huya/11352913
海贼王,https://epg.112114.xyz/huya/16739452
速看,https://epg.112114.xyz/huya/16868935
科幻片,https://epg.112114.xyz/huya/17904870
速看美剧,https://epg.112114.xyz/huya/17204307
林正英,https://epg.112114.xyz/huya/21388479
笑傲江湖 喜剧脱口秀,https://epg.112114.xyz/huya/11352937
沫漾电影,https://epg.112114.xyz/huya/15556391
今晚80后脱口秀,https://epg.112114.xyz/huya/11352961
进来看看电影,https://epg.112114.xyz/huya/24376361
骆驼祥子,https://epg.112114.xyz/huya/19450129
怀玉格格,https://epg.112114.xyz/huya/11352887
中国最后一个太监,https://epg.112114.xyz/huya/16604522
科幻动作电影,https://epg.112114.xyz/huya/16914870
母亲为爱展开复仇,https://epg.112114.xyz/huya/16626185
电ju惊魂系列,https://epg.112114.xyz/huya/11352903
捉妖记,https://epg.112114.xyz/huya/11342414
欧美电影,https://epg.112114.xyz/huya/21059581
硬汉的直播间,https://epg.112114.xyz/huya/24614407
天雷滚滚,https://epg.112114.xyz/huya/11352945
港剧经典,https://epg.112114.xyz/huya/11352965
喜剧专场,https://epg.112114.xyz/huya/11602044
浓浓当年情,https://epg.112114.xyz/huya/11602065
搜神传,https://epg.112114.xyz/huya/11342437
情深深雨濛濛,https://epg.112114.xyz/huya/11352885
女神系列,https://epg.112114.xyz/huya/11336571
金庸的武侠世界,https://epg.112114.xyz/huya/11342435
杨门女将电影系列,https://epg.112114.xyz/huya/11336590
天龙八部,https://epg.112114.xyz/huya/11602041
魔法世界,https://epg.112114.xyz/huya/21059580
文成公主进藏,https://epg.112114.xyz/huya/11352974
许氏三杰,https://epg.112114.xyz/huya/11602033
精忠岳飞南征北战,https://epg.112114.xyz/huya/11336578
张卫健,https://epg.112114.xyz/huya/11342423
中国西部刑侦大案纪实,https://epg.112114.xyz/huya/11601972
搞笑僵尸片,https://epg.112114.xyz/huya/11352963
国产青春爱情,https://epg.112114.xyz/huya/11602075
孙悟空,https://epg.112114.xyz/huya/11342395
太空混战,https://epg.112114.xyz/huya/21059579
三国鼎立,https://epg.112114.xyz/huya/11602077
da宋提刑官,https://epg.112114.xyz/huya/11279251
歪果仁的动作片子,https://epg.112114.xyz/huya/21059552
冯小刚合集,https://epg.112114.xyz/huya/11352906
命案十三宗,https://epg.112114.xyz/huya/11601981
令狐冲&东方不败,https://epg.112114.xyz/huya/11601962
四驱兄弟,https://epg.112114.xyz/huya/11352922
最佳搭档,https://epg.112114.xyz/huya/11342397
关灯看大片,https://epg.112114.xyz/huya/16135863
黄渤,https://epg.112114.xyz/huya/11352876
慈善超人合集,https://epg.112114.xyz/huya/10871113
喜剧合家欢,https://epg.112114.xyz/huya/11352877
谍战神剧,https://epg.112114.xyz/huya/11342436
甄嬛传,https://epg.112114.xyz/huya/11601971
我是大哥大,https://epg.112114.xyz/huya/23652317
大宅menhttps://epg.112114.xyz/huya/11352936
看救援电影,https://epg.112114.xyz/huya/21059586
篮qiu火,https://epg.112114.xyz/huya/21059558
金庸作品电影,https://epg.112114.xyz/huya/11352897
林正英,http://al.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv?wsSecret=34703f099ef2c4cf7408aa5aabf37815&wsTime=62f37b20&u=0&seqid=16600375360726170&ctype=tars_mp&txyp=o%3Awx91%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&exsphd=264_500,264_2000,&t=102
刘德华,http://al.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv?wsSecret=a881c0a0a9a25574ccf1e0243ae557fd&wsTime=62f3b3aa&u=0&seqid=16600520102554650&ctype=tars_mp&txyp=o%3Az16%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=102
名侦探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
厨神小当家,https://epg.112114.xyz/huya/24257300
Gui故事,http://al.flv.huya.com/src/2323203290-2323203290-9978082152509603840-4646530036-10057-A-0-1.flv?wsSecret=31f9a77f6e68221f70c8ceb22e34cb6f&wsTime=62f3a8ee&u=0&seqid=16600492628753520&ctype=tars_mp&txyp=o%3Aj9%3B&fs=bgct&t=102
水浒,http://aldirect.corp-hls.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.m3u8?wsiphost=ipdbme

古装剧,http://aldirect.corp-hls.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.m3u8?wsiphost=ipdbme

台湾偶像剧,http://aldirect.corp-hls.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.m3u8?wsiphost=ipdbme

林正英搞笑僵尸系,http://aldirect.corp-hls.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8?wsiphost=ipdbme

康熙微服私访,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-2789274536-10057-A-0-1.m3u8?wsiphost=ipdbme

铁齿铜牙纪晓岚,http://aldirect.corp-hls.huya.com/src/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1.m3u8?wsiphost=ipdbme

喜剧电影,http://aldirect.corp-hls.huya.com/src/1423787843-1423787843-6115122222127382528-2847699142-10057-A-0-1.m3u8?wsiphost=ipdbme

大秦帝国系列,http://aldirect.corp-hls.huya.com/src/1524439835-1524439835-6547419236044636160-3049003126-10057-A-0-1.m3u8?wsiphost=ipdbme

剧场2,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-2789274540-10057-A-0-1.m3u8?wsiphost=ipdbme

白眉大侠,http://aldirect.corp-hls.huya.com/src/1081939992-1081939992-4646896881874501632-2164003440-10057-A-0-1.m3u8?wsiphost=ipdbme

倚天屠龙记(苏友朋版),http://aldirect.corp-hls.huya.com/src/1394565214-1394565214-5989611986269241344-2789253884-10057-A-0-1.m3u8?wsiphost=ipdbme

宝莲灯,http://aldirect.corp-hls.huya.com/src/1340763124-1340763124-5758533769262792704-2777026902-10057-A-0-1.m3u8?wsiphost=ipdbme

康熙王朝,http://aldirect.corp-hls.huya.com/src/1448737923-1448737923-6222281999759966208-2847699110-10057-A-0-1.m3u8?wsiphost=ipdbme

镖行天下,http://aldirect.corp-hls.huya.com/src/1449574253-1449574253-6225874009758629888-2847699210-10057-A-0-1.m3u8?wsiphost=ipdbme

剧场4,http://aldirect.corp-hls.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1.m3u8?wsiphost=ipdbme

剧场4,http://aldirect.corp-hls.huya.com/src/1099531752762-1099531752762-86436156702457856-2199063628980-10057-A-0-1.m3u8?wsiphost=ipdbme

秀才遇到兵,http://aldirect.corp-hls.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.m3u8?wsiphost=ipdbme

天龙八部,http://aldirect.corp-hls.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.m3u8?wsiphost=ipdbme

动画剧场,http://aldirect.corp-hls.huya.com/src/1524439823-1524439823-6547419184505028608-3049003102-10057-A-0-1.m3u8?wsiphost=ipdbme

咏春系列,http://aldirect.corp-hls.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.m3u8?wsiphost=ipdbme

黑帮系列,http://aldirect.corp-hls.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1.m3u8?wsiphost=ipdbme

警匪系列,http://aldirect.corp-hls.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.m3u8?wsiphost=ipdbme

喜剧系列,http://aldirect.corp-hls.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.m3u8?wsiphost=ipdbme

动作大片,http://aldirect.corp-hls.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8?wsiphost=ipdbme

玄幻系列,http://aldirect.corp-hls.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.m3u8?wsiphost=ipdbme

古装武侠,http://aldirect.corp-hls.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.m3u8?wsiphost=ipdbme

王晶导演,http://aldirect.corp-hls.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.m3u8?wsiphost=ipdbme

历年贺岁大片,http://aldirect.corp-hls.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.m3u8?wsiphost=ipdbme

龙门镖局,http://aldirect.corp-hls.huya.com/src/1449698121-1449698121-6226406018767650816-2847687516-10057-A-0-1.m3u8?wsiphost=ipdbme

医馆笑传*陈赫,http://aldirect.corp-hls.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.m3u8?wsiphost=ipdbme

杨光快乐生活,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-3049003162-10057-A-0-1.m3u8?wsiphost=ipdbme

斌哥漫说 【死神】护廷十三队出现危机!所有队长全被,http://aldirect.corp-hls.huya.com/src/1199516152253-1199516152253-5241048385426817024-2399032427962-10057-A-0-1.m3u8?wsiphost=ipdbme

胖虎噜噜噜 最后的假日,http://aldirect.corp-hls.huya.com/src/1199527202658-1199527202658-5288509513509371904-2399054528772-10057-A-0-1.m3u8?wsiphost=ipdbme

大象放映室 豆瓣8.4你年少时暗恋的那个TA现在过,http://aldirect.corp-hls.huya.com/src/1199531762115-1199531762115-5308092232211890176-2399063647686-10057-A-0-1.m3u8?wsiphost=ipdbme

大梦电影 《信号100》想知道一百种信号是干嘛的吗,http://aldirect.corp-hls.huya.com/src/1199573065336-1199573065336-5485488215626350592-2399146254128-10057-A-0-1.m3u8?wsiphost=ipdbme

扁豆看电影 太敢拍了!国产神片看一部少一部《背靠背,http://aldirect.corp-hls.huya.com/src/94525224-2703099090-11609722189397360640-4587890396-10057-A-0-1.m3u8?wsiphost=ipdbme

痞子帅叔叔 【超级交通站】抗ri情景喜剧,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-2789274572-10057-A-0-1.m3u8?wsiphost=ipdbme

狗哥吃火锅 【火影重置版04】力量暴增!佐助获得咒,http://aldirect.corp-hls.huya.com/src/1199512574006-1199512574006-5225679931584806912-2399025271468-10057-A-0-1.m3u8?wsiphost=ipdbme

枫哥视 飞出个未来,http://aldirect.corp-hls.huya.com/src/1199579767212-1199579767212-5514272553868197888-2399159657880-10057-A-0-1.m3u8?wsiphost=ipdbme

我是詹密 雍正皇帝的风云一生,http://aldirect.corp-hls.huya.com/src/1448738195-1448738195-6222283167991070720-2789274594-10057-A-0-1.m3u8?wsiphost=ipdbme

利世-馀小二 【龙珠超动画】召开力之大会32,http://aldirect.corp-hls.huya.com/src/146501201-146501201-629217867119722496-293125858-10057-A-0-1.m3u8?wsiphost=ipdbme

领带哥 许三多军营成长史,http://aldirect.corp-hls.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.m3u8?wsiphost=ipdbme

摄氏零度 易中天品三国,http://aldirect.corp-hls.huya.com/src/1524434067-1524434067-6547394462673272832-3048991590-10057-A-0-1.m3u8?wsiphost=ipdbme

电影最TOP 电影最TOP 151 被歌唱事业耽误,http://aldirect.corp-hls.huya.com/src/94525224-2672048638-11476361513531342848-3153216706-10057-A-0-1.m3u8?wsiphost=ipdbme

力哥视 恐怖电影找力哥,http://aldirect.corp-hls.huya.com/src/1199557791348-1199557791348-5419886936686854144-2399115706152-10057-A-0-1.m3u8?wsiphost=ipdbme

老司机 成龙历险记·动画社会我阿福乌鸦坐飞机,http://aldirect.corp-hls.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.m3u8?wsiphost=ipdbme

止戈电影 豆瓣8.2一部黑暗到骨子里的悬疑片不是所,http://aldirect.corp-hls.huya.com/src/1199522933703-1199522933703-5270174491396276224-2399045990862-10057-A-0-1.m3u8?wsiphost=ipdbme

非凡武林 碧血剑8袁承志闯荡江湖大战青竹帮混元功显,http://aldirect.corp-hls.huya.com/src/1279520922847-1279520922847-16817528283867381760-2559041969150-10057-A-0-1.m3u8?wsiphost=ipdbme

昵称违规-QQFbPxwM1A 狄仁杰元芳 你怎么,http://aldirect.corp-hls.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.m3u8?wsiphost=ipdbme

南西视频 动画路飞带领大家向顶上前进,http://aldirect.corp-hls.huya.com/src/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.m3u8?wsiphost=ipdbme

成长学院 中国通史-上下五千年,http://aldirect.corp-hls.huya.com/src/1099531752680-1099531752680-86435804515139584-2199063628816-10057-A-0-1.m3u8?wsiphost=ipdbme

北岛南城 产科共同见证生与si,http://aldirect.corp-hls.huya.com/src/1524418076-1524418076-6547325781851242496-3048959608-10057-A-0-1.m3u8?wsiphost=ipdbme

缔爵丶小阿杜 《龙珠超动画》一口气看完龙珠超4,http://aldirect.corp-hls.huya.com/src/2293333915-2293333915-9849794163732643840-4586791286-10057-A-0-1.m3u8?wsiphost=ipdbme

呆萌小岳岳 一代枭雄为报父仇励精图治,http://aldirect.corp-hls.huya.com/src/1394565206-1394565206-5989611951909502976-2789253868-10057-A-0-1.m3u8?wsiphost=ipdbme

HelloKitty 【猫和老鼠动画】汤姆和杰瑞的,http://aldirect.corp-hls.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8?wsiphost=ipdbme

阿良说剧 绝命毒师5-16老白铲除了所有威胁最终带,http://aldirect.corp-hls.huya.com/src/1199526558405-1199526558405-5285742467944022016-2399053240266-10057-A-0-1.m3u8?wsiphost=ipdbme

DD-解说 新七龙珠动画武林大会,http://aldirect.corp-hls.huya.com/src/1199588542242-1199588542242-5551961020739616768-2399177207940-10057-A-0-1.m3u8?wsiphost=ipdbme

大鱼爱路飞 动画7四战快看系列【21-24】,http://aldirect.corp-hls.huya.com/src/1199590495159-1199590495159-5560348735386419200-2399181113774-10057-A-0-1.m3u8?wsiphost=ipdbme

喝一碗杏仁茶 动画奥特曼中那些你不知道的秘密!,http://aldirect.corp-hls.huya.com/src/1099531752759-1099531752759-86436143817555968-2199063628974-10057-A-0-1.m3u8?wsiphost=ipdbme

良少聊漫威 《蜘蛛侠英雄远征》神秘客的阴险狡诈让蜘,http://aldirect.corp-hls.huya.com/src/1199582668017-1199582668017-5526731416475271168-2399165459490-10057-A-0-1.m3u8?wsiphost=ipdbme

Adam短发 海贼王我抢了尾田的笔动画从奥哈拉屠魔,http://aldirect.corp-hls.huya.com/src/1199532313878-1199532313878-5310462036252033024-2399064751212-10057-A-0-1.m3u8?wsiphost=ipdbme

树袋熊小九九 【五福星】每天都要快乐哦,http://aldirect.corp-hls.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.m3u8?wsiphost=ipdbme

